Dates,NDX Index,AAPL,ABNB,ADBE,ADI,ADP,ADSK,AEP,ALGN,AMAT,AMD,AMGN,AMZN,ANSS,ASML,ATVI,AVGO,AZN,BIDU,BIIB,BKNG,CDNS,CEG,CHTR,CMCSA,COST,CPRT,CRWD,CSCO,CSX,CTAS,CTSH,DDOG,DLTR,DOCU,DXCM,EA,EBAY,EXC,FAST,FB,FISV,FTNT,GILD,GOOG,GOOGL,HON,IDXX,ILMN,INTC,INTU,ISRG,JD,KDP,KHC,KLAC,LCID,LRCX,LULU,MAR,MCHP,MDLZ,MELI,MNST,MRNA,MRVL,MSFT,MTCH,MU,NFLX,NTES,NVDA,NXPI,ODFL,OKTA,ORLY,PANW,PAYX,PCAR,PDD,PEP,PYPL,QCOM,REGN,ROST,SBUX,SGEN,SIRI,SNPS,SPLK,SWKS,TEAM,TMUS,TSLA,TXN,VRSK,VRSN,VRTX,WBA,WDAY,XEL,ZM,ZS,IDXX,SBAC,WYNN,TRIP,YHOO,MAT,TTWO,AKAM,DISCA,DISCK,NCLH,TSCO,VIAB,DISH,CA,XRAY,ESRX,HOLX,QRTEA,STX,SHPG,VOD,TFCF,TFCFA,CELG,HAS,HSIC,JBHT,VTRS,NLOK,AAL,WTW,UAL,CSGP,NTAP,WDC,BMRN,CTXS,EXPE,LBTYA,ULTA,ALXN,MXIM,CDW,CERN,CHKP,FOXA,FOX,INCY,TCOM,PTON,XLNX
10/5/2017,5681.68,38.315,,136.15,79.03,96.63,95.87,,,42.87,,160.51,948.95,,,55.99,231.33,,183.57,257.92,1824.77,,,325.58,39.1,171.35,,,33.74,17.24,121.44,63.97,,83.02,,,108.16,33.88,,22.745,150.29,59.625,,66.92,928.78,954.84,,163.01,182.11,36.01,127.09,93.673,39.32,,89.33,100.76,,149.15,,103.24,39.255,44.25,,47.85,,,69.31,,29.32,160.28,55.81,30.3225,,,,257.49,,57.54,65.97,,,49.79,55.33,431.57,66.05,60.66,,4.85,,,102.5,,65.878,65.044,80.49,78.7,,115.35,85.62,,,,,163.01,,123.27,,49.4,22.58,,49.85,26.11,25.45,54.07,60.95,34.95,61.4245,32.27,62.52,61.02,45.96,17.1109,43.11,181.96,27.13,27.68,27.9,119.68,101.82,69.016,86.69,38.21,33.14,47.3,,,,,89.54,90.02,86.99,139.83,30.22,299.47,120.95,46.12,,64.73,106.05,,,118.22,56.13,,64.62
11/5/2017,5674.22,38.488,,136.29,78.44,96.46,95.41,,,43.48,,160.08,947.62,,,55.75,231.09,,186.6,254.15,1813.56,,,324.61,39.26,171.26,,,33.63,17.38,122.54,64.25,,81.49,,,108.58,34.12,,22.49,150.04,59.93,,66.71,930.6,955.89,,163.17,181.74,35.69,126.88,93.881,39.76,,89.28,100.26,,149.92,,102.82,39.52,44.66,,47.88,,,68.46,,29.03,158.54,55.352,31.625,,,,256.28,,57.19,64.37,,,49.7,54.68,440.43,65.23,60.27,,4.83,,,102.61,,65.6883,64.62,80.4,78.28,,115.36,85.5,,,,,163.17,,122.23,,49.69,22.41,,49.85,26.33,25.7,52.95,60.26,34.52,61.3847,32.04,62.7,60.66,43.62,16.8688,42.48,181.93,26.94,28.32,28.52,119.52,101.38,69.141,86.07,39.43,31.46,46.54,,,,,89.68,89.31,87.11,139.86,30.21,299.91,119.04,45.72,,64.75,105.72,,,116.43,54.15,,64.58
12/5/2017,5686.81,39.025,,136.84,78.63,97.17,95.39,,,43.44,,160.22,961.35,,,56.01,235.96,,186.83,254.84,1818.18,,,322,38.98,170.88,,,33.45,17.38,122.3,64.39,,81.29,,,109.09,34.07,,22.37,150.33,59.89,,66.06,932.22,955.14,,163.22,182.38,35.53,126.51,93.747,40.56,,88.95,100.04,,149.58,,102.45,39.5,44.87,,47.62,,,68.38,,28.93,160.81,54.258,31.9725,,,,255.5,,57.13,63.37,,,49.37,55.32,442.05,63.49,59.93,,4.81,,,102.52,,65.4288,64.962,80.69,78.1,,114.6,85.25,,,,,163.22,,125.29,,49.65,22.68,,49.43,26.07,25.45,51.5,60.07,34.61,61.1257,31.61,61.65,59.63,42.63,16.8546,43.04,182.58,27.58,27.9,27.94,119.32,101.37,68.835,85.87,38.94,31.01,45.83,,,,,89.65,89.85,85.92,139.81,30.29,297.55,120.08,46.03,,64.36,107.6,,,115.19,55.33,,64.3
15/5/2017,5704.48,38.925,,137.6,80.21,98.45,96.63,,,44.32,,159.97,957.97,,,56.41,239.03,,186.14,258.53,1813.81,,,321.07,38.97,171.57,,,34.23,17.1133,122.37,64.49,,80.94,,,110.9,34.18,,22.1,150.19,60.45,,65.95,937.08,959.22,,164.48,180.05,35.63,127.63,94.519,40.23,,89.45,101.25,,151.27,,104.06,40.065,45.81,,47.46,,,68.43,,28.83,160.02,56.85,33.5775,,,,258.13,,57.61,63.78,,,49.77,55.4,450.41,62.35,60.45,,4.78,,,103.76,,65.5685,63.176,81.55,78.97,,116.23,84.96,,,,,164.48,,125.69,,49.86,22.46,,49.83,26.01,25.26,51.5,59.25,33.76,61.2651,31.69,62.05,60.32,43.24,16.7692,43.48,181.91,27.58,27.67,27.73,119.04,101.29,69.031,85.9,38.68,32,46.68,,,,,89.02,91.5,86.33,143.02,30.02,295.41,120.93,46.82,,64.29,110.36,,,117.35,55.16,,64.79
16/5/2017,5724.44,38.868,,138.03,81.05,98.32,98.03,,,45.07,,159.99,966.07,,,56.78,240.68,,190.64,257.64,1829.8,,,320.01,38.82,171,,,34.3,17.04,122.57,65.19,,79.1,,,111.76,34.81,,21.98,149.78,59.875,,65.72,943,964.61,,164.72,178.24,35.82,127.5,95.497,40.77,,89.11,102.33,,152.56,,103.99,40.815,45.51,,46.81,,,69.41,,29.02,159.41,57.94,34.2025,,,,254.91,,57.16,64.44,,,50.34,55.95,454.75,61.5,59.98,,4.79,,,105.5,,65.7881,63.402,82.27,78.82,,118.09,84.51,,,,,164.72,,127.91,,50.96,22.65,,49.15,25.58,24.81,50.31,58.69,33.87,62.0221,31.71,62.16,60.16,43.44,16.7692,44,184.79,28.69,27.11,27.34,119.36,101.02,69.314,85.98,39.15,31.32,46.94,,,,,88.96,92.45,84.83,145.37,29.46,293.33,120.3,46.94,,64.83,110.47,,,117.76,56.43,,65.46
17/5/2017,5580.55,37.563,,134.33,78.42,97.3,93.97,,,42.76,,157.06,944.76,,,54.23,231.18,,186.05,251.34,1795.69,,,313.11,38.1,169.15,,,33.82,16.49,120.17,64.5,,78.08,,,105.24,33.58,,21.15,144.85,59.565,,64.51,919.62,942.17,,161.04,175.56,35.04,125.35,94.553,40.04,,89.51,99.88,,147.27,,102.11,39.17,44.86,,46.8,,,67.48,,27,153.2,56.604,31.93,,,,248.91,,56.94,63.38,,,49.05,55.36,446.72,61.52,59.73,,4.73,,,100.55,,63.7918,61.222,78.68,78.5,,114.38,81.73,,,,,161.04,,122.62,,49.65,22.16,,47.5,25.11,24.39,48.07,57.73,33.65,62.5201,31.21,61.35,59.73,42.86,16.584,42.16,182.17,28.84,26.77,26.85,117.1,99.47,68.42,83.52,38.65,30.12,44.92,,,,,85.22,89.77,82.74,140.41,29.44,292.09,116.15,45.51,,63.66,108.38,,,120.49,54.89,,64.76
18/5/2017,5626.31,38.135,,134.54,80.48,98.35,95.83,,,43.91,,157.96,958.49,,,55.15,237.66,,182.43,252.81,1796.03,,,315.88,38.67,170.72,,,31.38,16.7433,120.58,65.02,,79,,,106.93,33.73,,21.47,147.66,60.02,,64.43,930.24,950.5,,161.59,175.89,35.22,125.15,95.553,40.16,,90.16,100.85,,149.81,,102.53,39.67,45,,46.81,,,67.71,,27.48,155.7,56.548,33.2675,,,,249.78,,57.43,62.33,,,49.11,56.12,457.33,61.07,59.82,,4.86,,,103.2,,65.5985,62.612,79.23,78.52,,117.93,81.45,,,,,161.59,,122.42,,49.63,22.08,,47,25.18,24.53,49.12,57.97,33.99,62.301,31.04,61.66,59.26,43.08,16.6552,42.25,190,29.01,26.78,26.86,117.4,99.53,69.396,84.03,38.15,29.74,44.65,,,,,86.11,89.99,82.59,141.26,29.95,297.82,116.67,46.45,,63.82,108.69,,,128.8,55.47,,65.61
19/5/2017,5651.56,38.265,,136.43,81.24,98.62,109.91,,,44.08,,156.51,959.84,,,55.88,234.1,,188.76,250.09,1808.28,,,315.78,38.85,171.64,,,31.21,16.7933,121.02,65.42,,79.68,,,107.64,33.83,,21.79,148.06,60.34,,64.23,934.01,954.65,,161.63,177.01,35.4,125.38,96.703,41.06,,90.28,101.78,,152.4,,102.82,40.09,45.73,,47.69,,,67.69,,27.82,157.02,57.35,34,,,,251.36,,57.51,62.83,,,49.39,57.67,450.01,62.2,61.36,,4.91,,,103.87,,66.2473,62.166,80.3,79.41,,118.02,80.61,,,,,161.63,,121.73,,50.18,22.15,,47.38,25.87,25.18,49.34,57.57,35.2,63.2771,31.26,61.62,60.11,43,16.9044,42.51,189.14,29.18,27.02,27.11,116.93,101.05,69.694,84.14,37.94,29.02,45.22,,,,,86.66,89.23,82.79,141.59,30.12,294.08,113.84,46.85,,64.1,108.43,,,131.43,56.15,,66.67
22/5/2017,5699.4,38.498,,138.86,82.09,99.45,113.36,,,44.73,,153.02,970.67,,,57.12,238.38,,191.69,250.04,1828.42,,,316.42,39.49,172.4,,,31.59,17.1533,121.74,65.79,,80.92,,,108.39,33.86,,22.185,148.24,61.16,,64.36,941.86,964.07,,162.97,174.92,35.77,127.16,99.116,41.66,,91.18,102.71,,152.91,,104.22,40.555,46.11,,48.34,,,68.45,,28.06,157.16,58.736,34.725,,,,248.46,,57.82,62.88,,,49.77,59.28,460.99,62.45,61.23,,4.94,,,104.96,,67.0957,62.07,80.37,79.91,,118.94,81.34,,,,,162.97,,125.16,,50.65,21.89,,47.75,26.21,25.46,50.51,56.3,35.24,63.546,31.89,62.59,60.31,43.18,17.0611,42.77,187.49,29.62,27,27.26,115.71,101.26,70.909,84.25,38.64,29.58,46.21,,,,,87.98,90.49,82.95,142.51,30.85,294.94,115.42,46.69,,64.58,109.57,,,134.43,55.37,,67.52
23/5/2017,5703.35,38.45,,139.52,81.96,99.53,112.97,,,44.91,,154.07,971.54,,,57.8,236.54,,191.8,248.1,1827.94,,,318.79,39.78,172.47,,,31.76,17.2667,122.39,66.01,,78.85,,,109.01,34.61,,22.12,148.07,61.17,,64.69,948.82,970.55,,164.2,174.72,35.86,129.15,99.671,40.72,,91.87,102.49,,153.43,,105.49,40.675,46.05,,49.43,,,68.68,,28.29,157.95,58.456,34.2575,,,,240.18,,58.05,62.81,,,50.13,59.22,461.37,62.02,61.15,,4.97,,,105.17,,67.495,60.772,79.69,79.52,,116.59,81.24,,,,,164.2,,124.15,,50.31,21.75,,47.41,25.63,24.97,49.58,54.29,34.32,63.6058,31.5,63.15,60.15,42.89,16.7549,42.63,184.99,29.5,26.53,26.74,117.31,100.98,71.375,85.07,39.59,29.79,46.66,,,,,88.03,88.36,82.06,142.57,30.9,290.55,104.64,46.84,,64.67,109.62,,,136.16,54.68,,63.97
24/5/2017,5730.3,38.335,,141.12,82.12,99.98,112.48,,,44.63,,154.6,980.35,,,58.51,239.6,,190.63,253.33,1848.74,,,329.04,40.33,173.01,,,31.49,17.4433,124.69,66.49,,78.08,,,112.31,34.82,,21.82,150.04,61.38,,64.31,954.96,977.61,,164.6,174.48,36.12,137.83,99.986,40.44,,92.59,103.28,,152.88,,105.88,40.83,46.11,,49.89,,,68.77,,28.99,157.75,57.722,34.6425,,,,240.01,,58.4,62.69,,,51.05,58.64,458.24,61.95,61.89,,5.11,,,105.42,,67.7645,62.044,80.05,80.41,,117.8,80.58,,,,,164.6,,124,,50.32,22.41,,47.62,25.46,24.87,49.64,53.12,34.74,63.0779,31.61,62.73,59.86,43,16.6623,42.73,185.35,29.63,26.67,26.87,117.75,103.96,71.191,84.55,39.18,29.87,46.77,,,,,89.7,88.03,82.3,143.69,30.53,280.51,101.08,47.18,,64.36,109.95,,,138.1,54.94,,64.44
25/5/2017,5778.38,38.468,,142.85,82.34,101.16,113.89,,,45.02,,155.43,993.38,,,59.22,240.86,,191.95,252.97,1860.43,,,333.76,40.34,174.73,,,31.44,17.93,125.55,66.88,,78.8,,,113.83,35.22,,21.645,151.96,62.26,,64.56,969.54,991.86,,167.4,173.76,36.26,138.36,100.841,41.02,,92.81,104.85,,153.9,,106.53,40.885,46.53,,50.76,,,69.62,,29.43,163.05,58.68,34.565,,,,243.85,,59.11,62.69,,,50.93,58.45,455.7,63,62.9,,5.12,,,106.04,,67.7345,63.366,80.79,81.18,,118.6,80.75,,,,,167.4,,124.44,,50.6,22.18,,48.06,25.6,25,50.68,54.38,34.92,63.6456,31.91,63.07,60.09,43.5,16.8902,43.11,184.82,29.91,27.23,27.33,116.74,104.17,71.83,84.99,39.83,29.95,48.02,,,,,89.27,87.33,83.15,145.54,30.93,293.04,98.5,47.74,,65.1,111.4,,,138.41,55.71,,65.43
26/5/2017,5788.36,38.403,,141.89,82.81,101.35,113.03,,,45.5,,155.01,995.78,,,58.28,241.21,,190.39,250.8,1863.9,,,337.44,40.91,177.86,,,31.5,17.9867,125.16,66.79,,78.28,,,112.13,34.9,,21.735,152.13,62.045,,64.5,971.47,993.27,,167.56,175.91,36.26,138.56,101.151,40.99,,92.99,104.74,,155.12,,106.9,40.85,46.44,,50.9,,,69.96,,29.76,162.43,58.47,35.46,,,,248.48,,59.28,62.63,,,51.19,57.52,455.17,63.52,63.3,,5.29,,,105.89,,67.6746,65.028,81.12,80.55,,119.92,81.25,,,,,167.56,,125.73,,50.67,22.53,,47.39,25.87,25.25,50.84,54.88,35.13,63.8647,31.82,62.72,59.76,43.35,16.8902,42.53,177.18,29.98,26.95,27.03,116.78,104.21,71.603,84.54,39.72,29.61,48.74,,,,,90.01,88,82.49,144.58,31.13,302.4,97.7,47.7,,64.95,111.21,,,134.38,55.32,,65.85
30/5/2017,5794.63,38.418,,142.41,84.8,101.53,113.16,,,45.56,,153.85,996.7,,,58.58,239.82,,189.88,246.54,1857.45,,,338.92,41.1,178.92,,,31.68,18.0733,124.75,66.49,,78.17,,,112.85,34.62,,21.635,152.38,62.265,,64.49,975.88,996.17,,167.93,173.58,36.18,140.05,101.603,40.79,,92.46,104.54,,156.87,,106.74,41.255,46.36,,50.71,,,70.41,,30.7,163.22,57.692,36.2175,,,,247.63,,59.11,62.64,,,51.06,57.34,448.67,63.43,63.26,,5.23,,,106.36,,66.956,67.02,81.97,81.05,,120.39,80.16,,,,,167.93,,126.58,,50.56,22.75,,47.43,26.2,25.53,50.07,54.82,35.05,63.3767,31.9,62.62,59.6,43.11,16.8546,43.24,172.92,29.86,26.96,27.05,115.13,104.24,71.685,85.94,39.36,30.06,47.96,,,,,91.29,87.89,82.15,144.15,31,303,97.78,47.7,,65.43,111.42,,,130.49,55.17,,65.72
31/5/2017,5788.8,38.19,,141.86,85.76,102.37,111.77,,,45.88,,155.24,994.62,,,58.58,239.48,,186.1,247.77,1877.09,,,345.55,41.69,180.43,,,31.53,18.0567,125.88,66.91,,77.7,,,113.33,34.3,,21.585,151.46,62.64,,64.89,964.86,987.09,,168.39,177.36,36.11,140.64,101.631,40.03,,92.2,104,,155.17,,107.65,41.65,46.59,,50.56,,,69.84,,30.77,163.07,56.956,36.0875,,,,242.08,,59.23,62.96,,,52.21,57.27,459.06,63.92,63.61,,5.25,,,106.43,,67.2953,68.202,82.49,80.89,,123.6,81.02,,,,,168.39,,128.7,,50.32,22.91,,47.15,26.5,25.83,49.97,55.15,34.79,63.5161,31.77,63.52,59.75,43.31,16.7051,43.57,172.72,30.26,26.9,27.12,114.41,105.26,72.108,85.38,38.98,30.31,48.41,,,,,90.06,87.64,82.54,143.78,30.58,304.84,98.03,47.8,,65.35,112.05,,,129.33,54.65,,66.71
1/6/2017,5816.51,38.295,,141.38,82.21,103.35,113.03,,,46,,156.24,995.95,,,59.56,234.59,,187.26,252.38,1890.82,,,346.39,41.66,180.63,,,31.82,18.1967,126.93,67.39,,80.56,,,113.87,34.79,,21.805,151.53,62.615,,64.62,966.95,988.29,,168.25,180.65,36.12,141.33,102.12,40.29,,92.73,104.75,,156.44,,108.68,41.715,46.95,,50.97,,,70.1,,30.76,162.99,57.714,36.09,,,,245.65,,59.67,63.69,,,53.16,58.62,466.02,63.68,63.75,,5.46,,,107.68,,67.7745,68.074,81.49,81.17,,127.16,82.18,,,,,168.25,,133.59,,50.65,22.78,,48.3,26.74,26.06,50.93,56.11,35.31,64.9504,31.87,64.06,60.4,44.35,17.3459,42.88,174.3,30.08,27.53,27.82,116.41,105.97,73.104,86.02,39.56,30.34,49.05,,,,,91.59,90,82.86,146.79,31.35,306.72,100.58,48.12,,66.7,111.59,,,129.28,56.14,,66.65
2/6/2017,5881.46,38.863,,143.48,80.91,100.98,112.91,,,46.8,,159.15,1006.73,,,59.65,254.53,,187.6,256.65,1895.96,,,353.03,41.99,180.97,,,31.98,18.18,128.28,67.47,,80.43,,,114.52,35.32,,22.135,153.61,62.855,,65.4,975.6,996.12,,169.86,183.79,36.32,142.81,102.743,40.23,,93.54,105.88,,158.74,,110.06,42.17,47.19,,51.27,,,71.76,,31.21,165.18,58.334,35.91,,,,245.92,,59.27,63.15,,,53.52,58.58,480.43,63.74,64.57,,5.485,,,108.42,,68.1937,67.97,81.63,81.86,,129.9,83.1,,,,,169.86,,134.68,,50.6,22.56,,48.53,26.49,25.85,51.16,55.61,35.25,65.8169,32.19,64.45,60.69,45.03,17.232,43.22,176.11,30.19,27.6,27.93,118.73,107.16,73.127,85.98,39.08,30.08,49.52,,,,,91.52,90.72,83.43,146.37,31.75,311.47,101.83,48.42,,67.42,112.86,,,131.5,56.15,,66.88
5/6/2017,5878.12,38.483,,143.59,78.75,101.1,110.88,,,46.72,,160.22,1011.34,,,59.8,252.21,,187.31,258.5,1891.58,,,344.43,41.79,182.08,,,31.76,18.01,126.61,67.56,,79.28,,,114.69,35.55,,22.325,153.63,62.73,,65.48,983.68,1003.88,,169.99,181.51,36.34,142.65,102.446,40.32,,93.44,106.4,,160.29,,108.19,42.255,47,,51.11,,,72.28,,31.21,165.06,58.706,37.0025,,,,240.18,,59.6,62.32,,,53.8,58.86,480.26,63.32,64.27,,5.38,,,108.15,,67.2754,69.464,81.885,81.47,,130.17,83.38,,,,,169.99,,133.28,,50.6,22.8,,48.91,26.21,25.63,50.31,55.9,35.21,65.9265,31.93,63.9,61.28,44.96,17.1038,42.08,175.85,30.18,27.36,27.74,118.1,107.8,72.594,86.5,38.64,30.07,49.74,,,,,89.42,90.92,83.32,147.87,31.43,313.73,101.61,48.51,,67.91,113.47,,,124.03,56.65,,67.15
6/6/2017,5856.77,38.613,,143.03,80.1,101.2,111.45,,,46.57,,159.53,1003,,,59.84,253.86,,185.75,257.16,1889.86,,,342.83,41.72,181.45,,,31.56,17.9833,124.63,67.41,,76.88,,,113.69,35.47,,21.05,152.81,62.215,,64.85,976.57,996.68,,170.88,179.45,36.13,141.63,102.707,40.18,,93.21,107.8,,161.01,,104.99,42.595,46.81,,50.75,,,72.52,,31.57,165.17,60.576,36.835,,,,235.41,,59.06,64.12,,,53.4,58.2,477.73,61.84,64.16,,5.29,,,107.86,,65.9878,70.57,82.22,80.67,,127.72,81.45,,,,,170.88,,132.6,,50.5,22.8,,48.45,26.16,25.51,49.72,55.02,35.07,64.3229,32.15,63.55,60.25,44.42,16.9258,41.89,174.1,30.13,27.21,27.53,116.88,108,72.14,86.24,38.55,30.27,49.74,,,,,89.94,89.6,82.85,146.87,30.2,306.96,101.47,48.55,,68.23,113.71,,,122.27,56.85,,67.61
7/6/2017,5877.59,38.843,,143.62,80.83,100.94,111.17,,,47.26,,161.66,1010.07,,,60.53,254.28,,187.53,255.43,1890.37,,,345.88,41.89,182.2,,,31.61,17.9233,124.49,66.96,,75.41,,,115.37,35.77,,21.085,153.12,62.55,,64.32,981.08,1001.59,,171.94,179.15,36.26,141.97,103.556,41.18,,93.77,108.67,,162.3,,105.12,43.15,46.76,,50.85,,,72.39,,32.5,165.61,62.932,37.28,,,,234.89,,59.31,63.45,,,53.85,57.53,482,62.11,63.5,,5.32,,,109.48,,65.7981,71.93,82.89,80.74,,124.99,81.46,,,,,171.94,,132.31,,50.55,22.37,,48.54,26.41,25.63,50.79,54.49,34.85,64.6317,32.03,63.6,60.37,45.13,16.8475,41.94,171.01,29.02,27.19,27.58,117.57,108.4,72.669,87.92,39.34,30.27,50.86,,,,,89.93,90.29,83.27,146.36,30.05,307.94,100.14,49.02,,68.17,114.95,,,119.15,57.38,,67.87
8/6/2017,5885.3,38.748,,142.63,82.44,100.77,111.12,,,47.43,,162.65,1010.27,,,60.55,254.95,,185.75,257.17,1892.38,,,337.45,40.94,181.41,,,31.61,17.92,123.67,66.87,,74.84,,,114.29,36.14,,21.21,154.71,61.875,,64.12,983.41,1004.28,,171.34,177.69,36.48,142.71,103.317,41.92,,92.57,108.93,,164.97,,105.08,43.43,46.39,,50.48,,,71.95,,32.45,165.88,62.728,39.985,,,,230.62,,58.91,63.97,,,54.39,58.12,485.9,61.32,62.24,,5.4,,,111.01,,65.5685,74,84.34,80.38,,125.91,81.47,,,,,171.34,,134.73,,55.71,22.43,,48.91,26.07,25.28,51.79,54.44,35.26,63.7153,31.97,63.45,60.36,45.16,16.9401,42.77,167.83,28.68,27,27.4,117.06,108.51,72.191,88.2,39.71,30.11,51.43,,,,,91.02,89.99,83.21,149.22,29.86,307.27,102.92,49.41,,68.11,115.47,,,119.75,58.02,,68.07
9/6/2017,5741.94,37.245,,138.05,78.6,100.11,105.95,,,44.74,,164.06,978.31,,,58.03,243.34,,181.07,259.89,1842.12,,,332.84,40.69,180.38,,,31.37,17.6833,123.7,66.31,,75.38,,,110.46,34.94,,21.76,149.6,61.43,,64.7,949.83,970.12,,164.56,174.08,35.71,140.21,101.816,39,,90.83,101.98,,157.78,,102.42,41.74,45.62,,50.05,,,70.32,,30.6,158.03,60.724,37.4,,,,232.84,,58.56,64.01,,,53.4,57.05,475.79,61.96,62.19,,5.2,,,107.01,,63.722,71.464,80.9,80.07,,122.66,80.99,,,,,164.56,,129.59,,54.02,22.27,,48.13,26.1,25.27,51.13,57.02,35.4,64.7612,31.71,63.34,61.41,44.67,16.9401,42.37,165.02,28.46,27.7,28.16,118.19,107.9,72.806,88.46,40.09,29.71,50.27,,,,,86.01,90.23,78.32,143.59,29.35,307.87,105.38,47.08,,66.28,110.8,,,119.04,55.83,,65.4
12/6/2017,5708.18,36.355,,137.25,79.74,101.54,107.44,,,44.34,,164.88,964.91,,,56.76,242.67,,180.06,262.11,1812.99,,,338.65,40.97,179.64,,,31.25,17.84,126.3,66.29,,75.35,,,108.9,34.15,,21.995,148.44,61.59,,65.43,942.9,961.81,,158.22,171.46,35.73,139.74,100.366,39.22,,91.25,101.14,,154.51,,102.07,41.54,45.37,,50.64,,,69.78,,31.2,151.44,61.292,37.4925,,,,234.72,,59.64,64.57,,,52.16,57.49,476.23,61.86,61.29,,5.2,,,103.76,,64.5504,71.802,81.05,81.5,,122.35,81.81,,,,,158.22,,130.25,,53.12,22.23,,49.52,26.59,25.6,50.42,57.72,36.09,64.7313,32.13,62.75,62.52,44.29,17.2534,41.54,164.11,28.89,28.17,28.74,119.35,108.44,72.128,89.78,38.88,29.53,49.48,,,,,86.64,89.08,80.85,144.28,29.41,301.02,106.88,46.72,,65.79,109.66,,,116.44,54.86,,64.23
13/6/2017,5751.82,36.648,,139.09,81.23,101.87,107.55,,,44.85,,164.43,980.79,,,57.9,242.94,,179.19,261.42,1843.52,,,341.81,41.22,180.51,,,31.7,17.9567,127.25,66.43,,75.5,,,109.98,34.46,,21.71,150.68,62.255,,65.15,953.4,970.5,,161.3,173.46,35.88,139.88,100.914,39.27,,91.59,101.42,,155.12,,103.88,41.765,45.64,,50.55,,,70.65,,31.54,152.72,60.338,37.85,,,,234.54,,60.51,64.33,,,52.06,57.54,473.67,62.09,60.92,,5.24,,,104.85,,63.8916,75.19,80.99,82.42,,122.49,81.8,,,,,161.3,,134.16,,52,22.65,,49.63,26.44,25.54,51.84,57.15,35.59,65.7771,32.17,63.28,62.63,44.73,17.3388,42.03,164.4,28.99,27.66,28.06,119.62,110.1,72.022,90.57,37.77,29.31,49.45,,,,,90.05,90.39,80.75,145.92,29.5,302.69,108,47.14,,66.47,111.06,,,118.52,55.06,,64.78
14/6/2017,5727.07,36.29,,138.25,80.94,101.25,106.2,,,43.98,,165.1,976.47,,,58.45,240.54,,178.2,253.37,1831.61,,,338.33,41.09,181.67,,,31.6,17.7267,127.96,66.47,,75.27,,,110.02,34.5,,21.595,150.25,62.31,,64.99,950.76,967.93,,160.63,172.59,35.53,140.19,100.648,38.4,,91.46,98.55,,152.75,,103.91,41.15,45.73,,50.75,,,70.27,,31.06,152.2,58.954,37.93,,,,234.33,,60.09,63.89,,,51.9,57.01,476.84,61.1,60.27,,5.16,,,102.47,,63.153,76.132,80.16,82.97,,124.71,82.88,,,,,160.63,,133.49,,52.63,22.15,,49.25,26.27,25.42,52.17,56.12,34.9,64.6217,31.73,63.73,63.12,44.71,17.2676,41.28,163.67,28.86,27.13,27.61,121.04,109.31,72.128,89.87,37.88,29.09,49.39,,,,,87.8,91.92,79.97,147.19,29.09,302.21,118,47.02,,65.95,111.09,,,120.09,53.76,,64.88
15/6/2017,5700.89,36.073,,137.52,79.75,102.17,105.58,,,43.16,,164.11,964.17,,,58.91,237.99,,176.33,255.02,1809.2,,,338.34,41.44,180.06,,,31.58,17.7633,127.79,66.39,,72.73,,,110.53,34.09,,21.825,149.8,62.735,,64.81,942.31,960.18,,160.57,172.04,35.31,140,99.882,38.12,,91.65,97.07,,148.48,,104.74,40.785,45.88,,51.3,,,69.9,,30.56,151.76,58.534,38.0925,,,,233.97,,60.73,65.11,,,52.29,56.93,469.5,60.91,60.09,,5.18,,,102.28,,63.4824,75.068,80.08,83.25,,124.04,82.56,,,,,160.57,,134.04,,52.58,20.67,,49.19,26.41,25.52,52.91,55.83,34.96,65.0201,31.84,63.31,63.09,44.72,17.3459,41.52,162.35,28.63,27.41,27.74,120.61,108.99,71.987,90.29,36.98,28.41,49.11,,,,,87.31,90.47,79.26,145.69,28.69,300.13,117.98,46.86,,65.93,110.18,,,120.37,52.64,,64.86
16/6/2017,5681.48,35.568,,137.84,80.04,103.49,104.88,,,43.11,,162.42,987.71,,,58.8,236.25,,173.88,251.74,1802.61,,,340.22,41.28,167.11,,,31.63,17.58,130.45,66.59,,70.07,,,110.51,33.96,,22.2,150.64,62.325,,64.12,939.78,958.62,,160.71,171.86,35.21,139.49,101.649,38.17,,89.41,97.7,,148.21,,104.5,40.615,45.19,,50.31,,,70,,29.86,152.38,59.394,37.905,,,,231.39,,61.1,65.21,,,51.84,56.82,459.91,60.08,60.14,,5.175,,,101.9,,63.0133,74.28,79.7,83.14,,123.14,78.44,,,,,160.71,,134.46,,52.58,20.72,,49.5,26.52,25.6,52.9,55.47,35.07,64.2432,31.67,63.7,63.01,44.32,17.5026,42.03,164.72,28.89,27.12,27.45,122.36,109.64,71.622,89.58,36.72,28.45,48.79,,,,,87.12,88.49,79.92,146.21,29.17,295.94,113.98,46.25,,66.04,110,,,118.05,52.94,,64.74
