Dates,NDX Index,AAPL,ABNB,ADBE,ADI,ADP,ADSK,AEP,ALGN,AMAT,AMD,AMGN,AMZN,ANSS,ASML,ATVI,AVGO,AZN,BIDU,BIIB,BKNG,CDNS,CEG,CHTR,CMCSA,COST,CPRT,CRWD,CSCO,CSX,CTAS,CTSH,DDOG,DLTR,DOCU,DXCM,EA,EBAY,EXC,FAST,FB,FISV,FTNT,GILD,GOOG,GOOGL,HON,IDXX,ILMN,INTC,INTU,ISRG,JD,KDP,KHC,KLAC,LCID,LRCX,LULU,MAR,MCHP,MDLZ,MELI,MNST,MRNA,MRVL,MSFT,MTCH,MU,NFLX,NTES,NVDA,NXPI,ODFL,OKTA,ORLY,PANW,PAYX,PCAR,PDD,PEP,PYPL,QCOM,REGN,ROST,SBUX,SGEN,SIRI,SNPS,SPLK,SWKS,TEAM,TMUS,TSLA,TXN,VRSK,VRSN,VRTX,WBA,WDAY,XEL,ZM,ZS,IDXX,SBAC,WYNN,TRIP,YHOO,MAT,TTWO,AKAM,DISCA,DISCK,NCLH,TSCO,VIAB,DISH,CA,XRAY,ESRX,HOLX,QRTEA,STX,SHPG,VOD,TFCF,TFCFA,CELG,HAS,HSIC,JBHT,VTRS,NLOK,AAL,WTW,UAL,CSGP,NTAP,WDC,BMRN,CTXS,EXPE,LBTYA,ULTA,ALXN,MXIM,CDW,CERN,CHKP,FOXA,FOX,INCY,TCOM,PTON,XLNX
19/6/2017,5772.22,36.585,,140.35,80.37,104.11,106.16,,,44.29,,165.09,995.17,,,60.32,241.15,,176.93,260.54,1851.6,,,340.26,41.8,164.34,,,31.99,17.7533,131.35,67.4,,70.55,,,113.65,34.9,,22.31,152.87,62.595,,64.82,957.37,975.22,,164.38,176.6,35.51,140.75,104.044,39.74,,89.85,101.02,,151,,105.93,41.305,45.48,274.32,50.86,,,70.87,,31.2,153.4,62.586,39.33,,,,230.38,,61.13,65.19,,,52.93,57.61,471.67,60.65,60.9,,5.24,,,104.06,,63.8916,73.96,81.42,83.78,,125.58,79.81,,,,,164.38,,138.42,,,20.43,,49.49,26.43,25.55,53.63,55.63,35.43,64.7213,31.9,63.98,64.23,45.02,17.3958,41.83,165.05,28.86,27.43,27.8,125.16,111.3,72.535,89.69,37.23,28.88,49.66,,,,,88.64,91.35,81.41,148.39,29.36,294.17,116.16,46.49,,67.34,111.77,,,122.28,53.92,,65.9
20/6/2017,5726.31,36.253,,140.91,79.2,102.48,104.93,,,43.36,,166.29,992.59,,,60.15,239.99,,177.85,266,1850.64,,,333.61,40.39,162.9,,,31.85,17.3767,130.07,67.27,,68.94,,,113.47,34.93,,21.605,152.25,62.31,,65.59,950.63,968.99,,166.02,175.3,34.86,140.17,104.484,38.9,,89.28,97.58,,150.11,,104.19,40.175,45.03,271.27,50.83,,,69.91,,30.83,152.05,63.3,39.2725,,,,225.01,,60.01,63.99,,,52.52,56.79,495.33,57.72,59.86,,5.18,,,101.81,,63.8617,74.448,79.57,83.91,,126.33,78.3,,,,,166.02,,137.13,,,20.02,,48.64,25.51,24.73,53.1,53.64,34.21,62.9882,31.58,63.35,63.42,45.4,16.8831,41.04,167.26,28.52,26.74,27.18,126.22,111.38,71.383,87.59,37.42,28.56,48.03,,,,,88.23,92.36,80.35,147.69,28.8,296.5,119.05,45.64,,66.85,111.17,,,124.58,54.07,,65.26
21/6/2017,5782.39,36.468,,144.24,79.98,102.5,105.69,,,43.62,,171.35,1002.23,,,60.68,245.12,,180.17,278.6,1867.78,,,333.88,40.28,163.15,,,31.84,17.3967,129.61,67.91,,68.05,,,113.17,34.96,,21.355,153.91,62.69,,67.5,959.45,978.59,,166.61,177.38,34.58,140.25,105.919,41.09,,89.4,98.01,,150.92,,104.13,40.415,44.98,276.99,51.19,,,70.27,,32.01,155.03,64.746,39.8675,,,,220.77,,59.93,62.75,,,53.54,56.33,522.02,56.9,59.96,,5.24,,,103.3,,63.4525,75.28,79.67,84.06,,134.83,78.12,,,,,166.61,,137.46,,,19.99,,49.28,25.58,24.8,54.9,52.82,34.57,62.9882,35.8,63.77,63.97,45.79,16.9472,41.66,170.75,28.55,26.86,27.25,132.83,111.22,71.834,86.59,38.27,28.95,48.43,,,,,91.03,98.82,80.68,149.46,28.83,288.84,123.58,46.01,,67.15,112.57,,,133.99,55.05,,66.12
22/6/2017,5779.87,36.408,,143.69,81.32,101.91,106.78,,,43.34,,173.82,1001.3,,,61.16,244.04,,179.33,280.57,1862.93,,,334.13,39.94,159.79,,,31.85,17.5333,129.16,67.12,,67.68,,,112.62,35.12,,21.395,153.4,62.455,,70.48,957.09,976.62,,166.52,182.99,34.36,139.99,106.018,41.33,,89.1,96.67,,150.04,,103.89,40.035,44.85,275.75,50.85,,,70.26,,31.89,154.89,65.056,39.5925,,,,220.13,,59.4,62.75,,,53.87,56.47,526.53,55.97,59.51,,5.24,,,103.25,,63.4425,76.522,79.05,83.03,,135.53,76.37,,,,,166.52,,137.05,,,20.3,,50.02,25.52,24.82,55.46,52.53,34.12,62.7691,35.11,63.83,64.91,46.49,17.0967,42.01,174.92,28.75,26.63,26.97,133.68,110.47,72.222,86.46,39.01,28.81,48.97,,,,,90.25,97.06,81.18,152,29.03,284.14,126.23,45.75,,67.34,113.51,,,135.63,55.77,,66.58
23/6/2017,5803.11,36.57,,145.41,81.55,101.41,107.75,,,44.09,,172.5,1003.74,,,60.44,245.26,,178.14,280.32,1874.28,,,330.8,39.5,157.13,,,32.09,17.55,129.41,67.38,,66.6,,,110.87,35.57,,21.435,155.07,62.4,,70.52,965.59,986.09,,167.35,185.28,34.19,140.4,105.438,42.95,,88.85,97.95,,151.78,,104.06,40.795,44.9,275.23,51.99,,,71.21,,31.73,158.02,66.712,38.4575,,,,220.08,,59.24,62.51,,,54.33,56.91,517.33,56.29,59.81,,5.35,,,104.36,,63.2828,76.69,79.58,82.36,,133.5,76.34,,,,,167.35,,138.32,,,20.68,,51.3,25.79,25.06,54.81,52.65,34.11,63.6357,34.98,63.84,65.22,46.13,17.4385,42.67,172.98,28.85,26.93,27.19,134.31,111.91,72.187,86.78,39.03,28.53,48.63,,,,,93.34,95,81.41,154.43,29.98,284.71,126.07,45.92,,68.32,113.95,,,136.28,55.63,,67.53
26/6/2017,5777.59,36.455,,144.96,80.57,102.21,106.12,,,43.25,,173.67,993.98,,,60.22,242.75,,178.46,279.81,1876.34,,,332.65,39.59,160.2,,,32.24,17.7067,129.5,67.46,,68.49,,,111.86,35.09,,21.325,153.59,62.165,,71.24,952.27,972.09,,165.97,180.89,34.07,138.4,104.493,43.08,,88.94,96.02,,148.99,,103.93,40.15,44.9,268,51.52,,,70.53,,32.5,157.5,64.128,38.0375,,,,222.97,,59.24,63.19,,,53.74,56.56,515.91,56.7,59.64,,5.3,,,101.32,,63.0332,75.498,78.31,83.18,,133.41,77.53,,,,,165.97,,137.15,,,20.61,,50.87,26.2,25.44,55.31,52.85,35.09,63.5958,34.81,64.07,65.52,46.14,17.5453,42.39,173.38,28.79,27.62,28.04,133.85,111.84,72.496,87.48,39.03,28.86,48.78,,,,,92.66,93.47,81.27,151.98,30.45,289.72,125.09,45.78,,67.31,112.57,,,134.67,54.97,,67.36
27/6/2017,5671.6,35.933,,142.54,78.14,101.5,102.92,,,41.89,,170.85,976.78,,,58.29,235.33,,175.6,271.25,1858.25,,,329.87,39.25,159.26,,,31.76,17.7733,125.82,66.53,,69.22,,,108.32,34.91,,21.055,150.58,61.425,,70.65,927.33,948.09,,162.44,176.36,33.65,135.29,104.001,40.69,,87.51,93.87,,144.62,,101.03,39.355,43.97,255.93,50.3,,,69.21,,31.66,151.03,62.3,36.645,,,,221.87,,58.62,62.8,,,52.73,55.43,502.12,56.53,58.96,,5.26,,,97.86,,60.8972,72.474,76.95,82.82,,129.23,77.26,,,,,162.44,,135.63,,,20.63,,50,26.13,25.39,53.86,53.76,35.41,63.5759,34.62,64.43,64.62,45.49,17.4527,39.51,171.91,28.645,27.22,27.61,130.85,110.42,71.677,87.7,38.43,28.11,48.5,,,,,91.85,89.63,80.46,147.89,30.32,282.86,122.11,44.73,,66.34,111.22,,,130.31,54.14,,65.1
28/6/2017,5753.03,36.458,,143.81,79.2,102.68,104.28,,,42.69,,174.07,990.33,,,58.81,241.05,,178,274.64,1890.21,,,340.3,39.86,160.17,,,32.08,18.1933,126.76,67.03,,69.97,,,108.81,35.31,,21.225,153.24,62.03,,71.92,940.49,961.01,,164.65,181,34.2,135.37,105.146,41.28,,87.82,95.74,,147.83,,101.98,39.915,44.04,262.31,51.05,,,69.8,,32.24,153.41,63.486,37.9375,,,,217.02,,57.65,65.36,,,54.39,56.16,513.19,57.78,59.18,,5.4,,,98.36,,61.3663,74.248,78.06,83.96,,131.11,77.09,,,,,164.65,,135.94,,,20.69,,50.63,26.14,25.4,55.28,53.13,35.07,64.4823,34.91,65.25,65.21,45.78,17.5239,40.18,171.81,28.89,27.77,28.11,134.23,110.82,72.23,91.38,39.07,28.89,49.25,,,,,93.67,92.63,81.23,150.07,31.47,285.28,125.81,45.05,,67.15,112.4,,,134.33,54.85,,66.01
29/6/2017,5653.02,35.92,,141.24,77.74,101.46,101.39,,,41.44,,172.59,975.93,,,57.58,234.04,,179.63,271.88,1876.99,,,335.74,38.87,158.68,,,31.41,17.94,124.35,66.14,,69.73,,,106.68,34.51,,21.265,151.04,60.805,,70.86,917.79,937.82,,160.54,176.75,33.54,133.1,103.389,39.5,,85.76,92.51,,142.35,,100.21,38.69,43.12,252.43,49.91,,,68.49,,31.47,150.09,60.42,36.67,,,,216.04,,56.69,65.31,,,53.42,55.08,509.93,57.3,58.36,,5.36,,,96.13,,60.1885,72.15,76.9,83.36,,127.24,78.37,,,,,160.54,,132.76,,,20.87,,50.24,26,25.24,54.42,53.08,34.35,62.4404,34.27,64.53,63.89,45.48,17.3317,38.91,165.3,28.72,27.74,28.19,131.7,110.06,71.485,90.89,38.76,28.06,49.62,,,,,91.65,90.02,79.51,148.11,31.71,285.88,122.43,44.44,,66.13,109.59,,,128.78,53.85,,64.18
30/6/2017,5646.92,36.005,,141.44,77.8,102.46,100.82,,,41.31,,172.23,968,,,57.57,233.05,,178.86,271.36,1870.52,,,336.85,38.92,159.93,,,31.3,18.1867,126.04,66.4,,69.92,,,105.72,34.92,,21.765,150.98,61.17,,70.78,908.73,929.68,,161.42,173.52,33.74,132.81,103.93,39.22,,85.64,91.51,,141.43,,100.31,38.59,43.19,250.88,49.68,,,68.93,,29.86,149.41,60.126,36.14,,,,218.74,,56.94,66.04,,,53.67,55.22,491.14,57.73,58.31,,5.47,,,95.95,,60.5079,72.322,76.93,84.37,,128.87,78.31,,,,,161.42,,134.12,,,21.53,,49.81,25.83,25.21,54.29,54.21,33.57,62.5102,34.47,64.84,63.84,45.38,17.4741,38.75,165.27,28.73,27.87,28.34,129.87,111.51,71.736,91.38,38.82,28.25,50.32,,,,,88.6,90.82,79.58,148.95,32.12,287.34,121.67,44.9,,66.47,109.08,,,125.91,53.86,,64.32
3/7/2017,5596.96,35.875,,138.41,76.11,102.42,99.36,,,41.01,,172.8,953.66,,,56.26,229.76,,179.97,272.52,1843.13,,,328.67,38.36,158.82,,,31.33,18.1633,125.99,66.7,,69.89,,,105.42,34.6,,22.025,148.43,60.655,,70.7,898.7,919.46,,159.32,174.13,33.46,131.68,102.407,38.86,,84.47,91.55,,139.29,,100.11,37.905,43.2,250.68,49.72,,,68.17,,29.14,146.17,59.366,34.8325,,,,220.41,,56.53,67,,,52.87,54.95,487.73,58.23,58.25,,5.38,,,95.34,,59.8891,70.524,76.41,84.17,,128.23,78.13,,,,,159.32,,131.01,,,20.99,,50.09,26.2,25.51,54.55,54.96,34.12,62.6297,34.16,64.63,63.92,44.73,17.3459,38.59,164.02,28.68,28.13,28.52,130.18,110.74,71.324,93.22,38.81,27.47,50.39,,,,,85.29,90.51,78.78,147.73,31.94,283.36,121.08,44.19,,65.5,108.1,,,125.87,53.87,,63.26
5/7/2017,5648.82,36.023,,141.21,77.74,104.07,102.6,,,42.12,,174.26,971.4,,,57.16,231.61,,183.83,277.71,1866.01,,,335.11,38.71,158.02,,,31.11,18.3633,126.12,66.89,,68.21,,,106.76,34.72,,22.085,150.34,61.175,,70.86,911.71,932.26,,161.38,174.35,34.34,131.98,104.232,39.76,,83.79,92.29,,142.53,,101.17,38.97,43.12,248.98,49.51,,,69.08,,30.51,147.61,58.83,35.7625,,,,178.77,,57.49,66.39,,,54.61,55.45,497,57.39,57.94,,5.42,,,97.53,,59.8392,65.418,76.91,84.29,,129,78.64,,,,,161.38,,132.42,,,20.97,,50.95,26.08,25.45,55.41,53,33,62.5201,34.48,65.08,63.68,45.16,17.4171,39.02,169.33,28.6,27.94,28.36,133.2,112,71.995,93.25,38.47,27.79,51.26,,,,,86.41,92.01,79.4,150.15,32.09,279.04,125.05,44.97,,66.58,110.34,,,128.34,54.2,,64.71
6/7/2017,5597.91,35.683,,140.75,77.33,103.44,102.05,,,42.11,,171.72,965.14,,,56.62,235.04,,181.79,271.96,1872.3,,,332.18,38.25,157.09,,,30.72,18.1967,123.73,66.29,,67.93,,,105.75,34.03,,22.035,148.82,60.895,,69.48,906.69,927.69,,159.26,172.32,33.63,131.1,103.867,39.11,,82.82,92.48,,143.89,,99.65,38.56,43.06,251.1,50.33,,,68.57,,30.1,146.25,59.36,35.87,,,,176.53,,56.97,67.2,,,53.47,54.79,490.19,56.28,57.6,,5.35,,,97.79,,59.3401,61.766,76.86,83.48,,128.46,77.72,,,,,159.26,,130.91,,,20.76,,49.36,25.78,25.08,54.06,51.5,33.07,63.1476,33.9,64.29,62.53,44.59,17.2035,37.29,166.99,28.57,27.52,27.95,131.95,111.12,70.987,92.25,37.65,27.72,52.05,,,,,86.12,90.08,78.67,148.66,31.24,273.24,121.09,44.94,,65.03,109.86,,,127.22,53.13,,64.43
7/7/2017,5656.47,36.045,,142.22,78.47,105.14,103.32,,,43.54,,171.43,978.76,,,58.09,239.62,,181.4,273.93,1918.5,,,332.43,38.57,154.11,,,30.9,18.2833,126.13,66.96,,67.98,,,107.45,34.23,,21.945,151.44,61.385,,69.25,918.59,940.81,,161.43,172.11,33.88,131.9,104.919,39.22,,83.04,94.57,,148.13,,100.35,39.18,43.22,255.6,50.7,,,69.46,,30.2,150.18,59.158,36.69,,,,172.85,,57.42,67.62,,,53.97,55.35,496.5,56.14,58.04,,5.37,,,99.7,,59.899,62.644,78.48,83.65,,130.35,77.47,,,,,161.43,,132.46,,,20.81,,49.24,25.82,25.15,54.68,51.06,33.2,63.6357,34.34,64.6,62.5,45.08,17.1465,38.2,167.46,28.68,27.56,27.9,132.56,111.93,71.665,93.65,37.61,28.41,53.03,,,,,86.94,90.51,79.27,149.78,31.46,276.97,123.06,45.74,,65.74,111.44,,,130.84,53.07,,65.35
10/7/2017,5694.15,36.265,,143.34,78.73,103.66,103.74,,,44.21,,172.2,996.47,,,58.51,241.77,,182.93,273.58,1921.82,,,336.6,38.76,151,,,30.98,18.2967,126.54,67.28,,66.39,,,107.84,35.04,,21.875,153.5,61.4,,69.29,928.8,951,,161.51,169,33.65,131.87,105.25,40.42,,82.77,95.63,,150.84,,100.71,39.38,43.05,259.82,50.51,,,69.98,,30.5,152.67,60.2,38.425,,,,173.17,,57.84,68.48,,,54.94,55.64,499.91,54.8,57.81,,5.34,,,100.05,,60.6876,63.21,78.78,83.45,,128.66,77.16,,,,,161.51,,134.95,,,20.92,,49.65,26.25,25.47,54.03,50.66,34,64.044,34.3,64.24,61.83,44.81,16.9329,38.39,163.29,28.72,27.84,28.28,131.93,112.13,70.795,92.73,37.72,29,52.66,,,,,89.27,89.8,79.93,149.98,31.72,268.82,123.76,46.03,,65.34,111.85,,,129.56,54.3,,67.18
11/7/2017,5709.8,36.383,,142.93,79.86,101.84,104.3,,,45.4,,173.32,994.13,,,57.98,240.89,,184.41,271.76,1929.15,,,337.85,38.77,151.11,,,31.09,18.0467,125.83,67.6,,66.87,,,108.42,35.19,,21.795,155.27,61.015,,69.35,930.09,953.53,,161.72,173.15,33.92,132.36,104.721,40.81,,83.75,96.93,,153.72,,100.73,39.555,42.99,262.41,49.98,,,69.99,,31.37,154.33,61.728,38.97,,,,174.1,,56.6,68.52,,,54.76,55.33,492,54.34,57.9,,5.39,,,100.73,,61.1168,65.444,79.04,83.48,,132.17,77.29,,,,,161.72,,134.29,,,20.88,,49.83,26.2,25.48,53.96,50.05,34.14,64.5221,34.31,64.1,61.56,44.48,16.6339,38.72,161.91,28.37,27.72,28.1,132.25,112.3,70.819,91.47,37.65,29.01,51.61,,,,,91.75,90.92,78.56,149.94,31.42,255.98,124.32,46.16,,65.31,113.03,,,131.92,54.84,,67.55
12/7/2017,5778.95,36.435,,145.91,80.37,102.5,106.68,,,45.28,,173.27,1006.51,,,61.02,246.42,,186.76,275.08,1946.18,,,342.65,39.02,151.75,,,31.16,18.3967,127.16,68.13,,67.4,,,110.68,36.03,,21.36,158.9,61.72,,69.8,943.83,967.66,,164.63,173.23,34.25,133.48,105.371,41.44,,84.7,97.7,,154.58,,100.8,40.08,43.24,274.35,50.42,,,71.15,,31.45,158.75,62.892,40.6275,,,,177.1,,57.24,68.52,,,56.55,56.2,496.99,54.13,58.54,,5.405,,,101.73,,61.3963,65.904,80.52,84.55,,131.44,77.52,,,,,164.63,,135.27,,,20.88,,50.55,26.17,25.49,54.09,49.99,34.5,64.9305,34.32,64.4,62.12,45.16,16.5057,39.7,164.34,28.9,28.31,28.65,133.56,112.97,71.795,91.95,38.58,29.92,53.8,,,,,94.13,89.57,80.43,152.34,31.92,261.86,124.94,46.7,,65.71,114.49,,,133.22,55.98,,68.28
13/7/2017,5793.36,36.943,,145.05,80.27,101.63,107.07,,,45.3,,175.04,1000.63,,,60.5,247.31,,186.92,278.36,1940.7,,,339.04,39.31,153.6,,,31.27,18.2767,126.47,67.9,,68.57,,,108.98,36.5,,21.585,159.26,61.635,,70.58,947.16,968.85,,163.59,173,34.24,132.4,104.282,41.43,,84.85,97.6,,154.94,,100.7,39.745,43.29,271.54,50.81,,,71.77,,31.13,158.21,61.47,40.1575,,,,184.63,,57.2,68.26,,,57.9,56.23,505.05,54.42,58.38,,5.43,,,102.75,,60.7974,64.682,80.54,84.4,,130.92,78.01,,,,,163.59,,134.98,,,20.73,,50.08,26.16,25.49,54.24,50.35,34.5,64.3926,34.44,64.89,61.72,44.84,16.3918,38.32,163.78,29.06,27.4,27.57,134.47,111.74,71.505,91.26,39.05,30.36,53.81,,,,,92.8,91.06,80.37,152.9,32.51,257.4,126.91,46.67,,65.22,114.01,,,133.42,56.17,,67.85
14/7/2017,5838.08,37.26,,146.16,81.55,101.35,108.74,,,46.12,,177.13,1001.81,,,60.75,250.29,,188.55,280.81,1950.87,,,342.8,39.2,153,,,31.42,18.36,126.43,68.83,,69.11,,,108.99,37.08,,21.44,159.97,61.805,,70.57,955.99,976.91,,166.5,172.33,34.68,132.88,105.75,42.01,,85.65,99.64,,157.3,,100.99,40.42,43.62,273.58,51.67,,,72.78,,31.79,161.12,62.07,41.2375,,,,184.22,,57.1,68.65,,,57.16,56.81,504.9,54.76,58.76,,5.48,,,103.99,,61.1268,65.556,82,85.44,,130.99,78.91,,,,,166.5,,130.42,,,21.06,,50.62,26.22,25.55,53.47,51.52,34.93,65.7373,34.48,65.11,62.14,45.17,16.5769,39.5,163.23,29.1,27.54,27.74,134.57,113.14,72.324,91.85,39.21,30.08,54.22,,,,,94.44,91,80.99,154.17,32.82,261.74,126.71,47.1,,65.83,114.08,,,134.27,57.49,,66.25
17/7/2017,5839.74,37.39,,146.4,81.09,101.7,106.94,,,46.15,,177.4,1010.04,,,60.5,249.02,,188.23,282.65,1945.46,,,342.31,39.2,152.84,,,31.5,18.2067,126.19,68.89,,69.87,,,109.44,37.05,,21.25,159.73,62.625,,71.15,953.42,975.96,,166.03,171.74,34.47,133.07,105.343,41.63,,85.6,99.13,,156.98,,101.35,40.515,43.69,276.12,51.54,,,73.35,,31.72,161.7,60.398,41.0625,,,,185.5,,56.88,68.23,,,57.58,56.46,498.11,54.73,58.33,,5.46,,,103.3,,61.2665,63.914,81.66,85.24,,129.21,79.18,,,,,166.03,,129.85,,,20.85,,51.77,26.4,25.56,54.13,52.28,35.32,65.6078,34.5,65.06,62.72,44.61,16.8902,39.07,163.74,29.21,27.23,27.38,134.87,112.84,72.712,93.53,38.75,30.52,53.87,,,,,94.57,86.98,81.43,152.73,32.88,253.94,125.78,46.94,,66.23,114.32,,,130.62,56.85,,65.86
18/7/2017,5880.1,37.52,,147.89,81.14,101.305,107.7,,,46.62,,177.48,1024.45,,,61.33,250.88,,189.51,282.6,1976.24,,,344.63,39.18,151.5,,,31.51,18.2133,125.42,68.79,,69.28,,,110.28,36.8,,21.71,162.86,62.53,,71.69,965.4,986.95,,165.53,173.66,34.53,133.65,105.183,42.99,,85.6,99.83,,159.35,,102,40.785,43.8,280.24,51.84,,,73.3,,31.9,183.6,61.842,41.49,,,,187.54,,56.78,68.45,,,58.96,56.29,497.63,54.33,58.21,,5.41,,,103.83,,61.2765,65.648,82.16,85.87,,132.16,78.67,,,,,165.53,,133.55,,,20.85,,51.53,26.05,25.36,54.18,51.81,35.46,65.2691,34.06,65,62.65,44.95,16.8973,38.83,164.37,29.14,27.2,27.37,134.27,113.4,72.269,92.01,38.11,30.57,53.15,,,,,94.27,86.67,81.21,153.57,32.67,258.75,126.77,46.94,,66.16,114.65,,,130.85,57.63,,65.63
19/7/2017,5916.16,37.755,,148.92,80.37,102.75,110.25,,,47.18,,179.18,1026.87,,,61.33,254.4,,190.91,281.95,1992.1,,,346.61,39.34,151.24,,,31.9,17.29,126.08,69.5,,70.35,,,111.58,37.08,,21.34,164.14,62.88,,72.72,970.89,992.77,,167.78,173.88,34.56,135.19,107.421,43.22,,85.69,101.39,,164.23,,102.24,41.155,44.14,280.56,52.23,,,73.86,,31.82,183.86,61.392,41.275,,,,186.91,,56.86,68.53,,,58.35,56.78,506.79,54.42,58.11,,5.44,,,105.41,,61.8554,65.052,82.16,85.99,,159.69,79.56,,,,,167.78,,133.17,,,21.3,,52.1,27.18,26.21,54.38,51.84,36.2,64.8309,34.59,64.61,62.05,45.28,17.3602,39.24,162.79,29.33,27.46,27.64,135,114.04,72.59,91.7,38.34,31.02,52.61,,,,,94.48,87.23,82.78,155.47,32.56,256.75,127.3,47.11,,65.57,115.72,,,130.45,57.95,,65.59
20/7/2017,5921.22,37.585,,149.94,80.85,103.34,109.91,,,47.25,,179.32,1028.7,,,61.08,253.43,,191.32,281.44,1999.22,,,345.3,39.49,150.99,,,31.86,16.9567,126.78,69.96,,70.77,,,111.97,37.18,,21.535,164.53,63.115,,73.42,968.15,992.19,,167.29,171.97,34.75,135.35,107.97,42.92,,85.9,101.7,,164.8,,102.4,41.52,43.81,282.08,52.37,,,74.22,,32,183.6,61.73,41.875,,,,188.69,,57.19,68.55,,,59.09,53.97,521.13,54.65,58.03,,5.47,,,107.64,,61.007,65.984,82.69,86.27,,159.33,79.8,,,,,167.29,,132,,,21.31,,52.36,26.6,25.71,55.05,52.03,35.89,64.8309,34.64,63.03,62.64,45.41,17.2747,39.42,160.22,29.56,27.61,27.79,136.31,114.9,72.292,91.53,39.49,31.17,52.34,,,,,95.01,87.74,82.58,154.63,33.03,255.74,129.81,47.84,,65.46,107.41,,,133.79,57.36,,65.81
21/7/2017,5921.53,37.568,,149.52,78.96,104.58,109.75,,,46.81,,180.21,1025.67,,,60.93,253.11,,193.18,282.92,1994.89,,,350.07,39.63,150.44,,,31.84,17.2267,138.43,69.98,,70.89,,,112.22,36.61,,21.205,164.43,63.355,,73.76,972.92,993.84,,166.62,172.75,34.73,134.84,103.052,43.08,,86.16,99.89,,163.53,,102.85,40.44,44.03,280.26,52.58,,,73.79,,32.01,188.54,61.44,42.025,,,,188.19,,57.2,68.87,,,58.67,53.84,515.92,54.31,57.98,,5.47,,,107.47,,62.4643,65.68,81.7,86.51,,163.17,78.9,,,,,166.62,,134.14,,,21.63,,52.13,26.55,25.51,55.07,52.61,36.04,64.4623,34.42,62.92,62.5,45.01,16.9614,39.58,164.03,29.77,27.65,27.84,137.74,115.95,72.481,91.56,39.17,31.18,51.91,,,,,94.82,89.28,81.86,153.94,32.92,253.4,131.79,45.1,,65.38,106.39,,,134.22,58.07,,64.88
24/7/2017,5941.37,38.023,,149.53,78.75,103.54,110.81,,,46.78,,181.06,1038.95,,,61.44,253.03,,198.65,284.7,2002.01,,,348.08,39.47,151,,,31.86,16.94,138.19,69.96,,69.28,,,113.75,36.38,,21.515,166,63.24,,74.39,980.34,998.31,,170.18,173.99,34.5,136.25,105.463,43.54,,86.22,100.21,,164.12,,102.71,40.275,43.75,282.38,52.73,,,73.6,,31.67,187.91,62.3,41.5375,,,,184.43,,56.94,69.14,,,58.58,53.22,521.22,53.07,58.02,,5.38,,,105.86,,62.4144,68.504,80.92,87.11,,166.11,79.6,,,,,170.18,,138.53,,,20.8,,52.37,26.49,25.48,55.73,51.52,36.22,64.0739,34.73,62.69,62.61,45.13,17.1465,39.76,163.64,29.3,27.5,27.68,137.84,105,72.782,91.54,38.76,31.08,51.28,,,,,94.62,90.01,81.58,154.61,32.76,252.08,130.74,44.52,,65.74,106.74,,,138.27,57.94,,64.26
25/7/2017,5930.65,38.185,,148.21,79.52,103.18,112.26,,,46.4,,180.89,1039.87,,,60.95,254.3,,197.05,282.96,2016.91,,,348,39.75,153.17,,,32.12,17.1867,137.3,69.97,,70.59,,,113.66,36.32,,22.04,165.28,63.195,,73.74,950.7,969.03,,166.55,173.85,34.67,136.84,104.991,44.46,,87.42,99.12,,164.46,,103.06,40.47,44.24,279.26,53.39,,,74.19,,29.9,186.97,61.778,41.3375,,,,186.85,,57.43,68.64,,,58.26,53.27,513.45,54.03,58.55,,5.39,,,106.39,,62.2447,67.92,81.39,86.88,,161.97,80.06,,,,,166.55,,138.98,,,21.09,,53.28,25.93,25.07,55.75,53.53,35.01,64.1835,35.03,63.05,62.56,45.09,17.3388,33.2,166.11,29.1,27.71,27.93,136.44,106.32,72.41,93.36,38.82,31.52,50.61,,,,,93.75,88.63,81.79,154.57,32.75,256.61,129.35,44.62,,65.55,106.34,,,133.56,57.88,,64.46
26/7/2017,5950.73,38.365,,149.78,80.72,105.98,114.08,,,47.45,,175.89,1052.8,,,62.64,257.01,,201.17,295.61,2033.21,,,348.77,39.35,152.09,,,31.66,17.3533,137.11,70.05,,70.92,,,118,37.04,,21.945,165.61,63.505,,74.19,947.8,965.31,,166.83,176.3,34.75,137.14,104.879,45.87,,87.66,100.86,,168.34,,103.04,41.345,44.22,286.02,53.57,,,74.05,,29.81,189.08,62.43,41.815,,,,187.43,,58.11,68.56,,,58.79,53.14,515.63,53.96,57.94,,5.39,,,107.33,,62.2746,68.77,82.53,87.06,,163.42,78.68,,,,,166.83,,132,,,20.92,,45.49,26.58,25.54,55.65,53.4,34.37,64.0141,34.65,63.17,63.47,45.14,17.232,32.34,169.8,29.17,27.92,28.18,137.75,106.1,72.41,93.6,39.19,31.27,51.01,,,,,92.96,89.2,81.52,156.94,33.04,247.24,131.07,45.19,,64.62,107.57,,,137.19,59.72,,65.32
